Código,Nome,Enderezo,Concello,Provincia,CP,Telefono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
15026376,IES Punta Candieira,R&uacute;a do Ensino s/n,Cedeira,A Coru&ntilde;a,15350,881930076,IES,43.657467,-8.047238,P&uacute;blica,Non,Si
15026388,IES Pluriling&uuml;e Fontexer&iacute;a,R&uacute;a Agra de Ba&ntilde;o 21,Muros,A Coru&ntilde;a,15259,881867110,IES,42.788845,-9.062742,P&uacute;blica,Non,Si
15026391,IES Xuli&aacute;n Magari&ntilde;os,R&uacute;a Castelao s/n,Negreira,A Coru&ntilde;a,15830,881867126,IES,42.912968,-8.732779,P&uacute;blica,Non,Si
15026406,IES Eduardo Pondal,R&uacute;a Teresa Mosquera Manso s/n,Ponteceso,A Coru&ntilde;a,15110,881880924,IES,43.240124,-8.891244,P&uacute;blica,Non,Si
15026418,IES Terra de Soneira,Gandara 25,Vimianzo,A Coru&ntilde;a,15129,881866519,IES,43.10427,-9.042129,P&uacute;blica,Non,Si
15026421,IES Pluriling&uuml;e Rafael Dieste,Ronda de Outeiro 334,A Coru&ntilde;a,A Coru&ntilde;a,15011,881960930,IES,43.3689,-8.424078,P&uacute;blica,Non,Si
15026455,IES Terra de Trasancos,Cami&ntilde;o REAL s/n,Nar&oacute;n,A Coru&ntilde;a,15570,881938159,IES,43.514427,-8.18601,P&uacute;blica,Non,Si
15026492,CMUS Superior da Coru&ntilde;a,R&uacute;a Manuel Murgu&iacute;a s/n,A Coru&ntilde;a,A Coru&ntilde;a,15011,981141295,CMUS,43.368923,-8.423391,P&uacute;blica,Non,Si
15026509,CRA de Valdovi&ntilde;o,Aldea Taraza s/n 1&deg;,Valdovi&ntilde;o,A Coru&ntilde;a,15550,623105879,CRA,43.598408,-8.184914,P&uacute;blica,Non,Si
15026546,EOI de Ferrol,R&uacute;a Real 29,Ferrol,A Coru&ntilde;a,15402,981324025,EOI,43.485313,-8.22964,P&uacute;blica,Non,Si
15026637,CEIP de Barouta,Ames (San Tom&eacute;),Ames,A Coru&ntilde;a,15229,881867455,CEIP,42.91031,-8.654732,P&uacute;blica,Non,Si
15026649,CPR Divino Maestro,Lugar VIRXE DO MONTE 6,A Pobra do Carami&ntilde;al,A Coru&ntilde;a,15940,981830011,CPR,42.609604,-8.939814,Privada,Si,Non
15026650,CMUS Elemental de Betanzos,Praza de Galicia,Betanzos,A Coru&ntilde;a,15300,981773696,CMUS,43.282352,-8.211901,P&uacute;blica,Non,Non
15026662,CMUS Profesional de Carballo,R&uacute;a do Pan s/n,Carballo,A Coru&ntilde;a,15100,981704300,CMUS,43.211384,-8.695722,P&uacute;blica,Non,Non
15026698,IES Espi&ntilde;eira,Espi&ntilde;eira,Boiro,A Coru&ntilde;a,15930,881866630,IES,42.656757,-8.882314,P&uacute;blica,Non,Si
15026704,IES David Buj&aacute;n,Cami&ntilde;o dos Cacharros 1,Cambre,A Coru&ntilde;a,15181,881961200,IES,43.28671,-8.354805,P&uacute;blica,Non,Si
15026716,IES Pluriling&uuml;e Adormideras,R&uacute;a Juan Sebasti&aacute;n Elcano 28,A Coru&ntilde;a,A Coru&ntilde;a,15002,881880086,IES,43.38317,-8.396291,P&uacute;blica,Non,Si
15026728,CMUS Profesional de Culleredo,Avd.de la Coru&ntilde;a s/n,Culleredo,A Coru&ntilde;a,15670,981667798,CMUS,43.316315,-8.36507,P&uacute;blica,Non,Non
15026731,IES Campo de San Alberto,R&uacute;a Egas Moniz 6,Noia,A Coru&ntilde;a,15200,881867135,IES,42.787224,-8.887714,P&uacute;blica,Non,Si
15026741,CMUS Profesional das Pontes de G.Rodr&iacute;g.,Avenida das Veigas s/n,As Pontes de Garc&iacute;a Rodr&iacute;guez,A Coru&ntilde;a,15320,981440024,CMUS,43.45081,-7.862783,P&uacute;blica,Non,Non
15026753,IES A Pontepedri&ntilde;a,R&uacute;a Amor Ruibal (A Pontepedri&ntilde;a),Santiago de Compostela,A Coru&ntilde;a,15702,881867152,IES,42.86785,-8.546486,P&uacute;blica,Non,Si
15026765,CEIP Milladoiro,R&uacute;a VENTORRILLO s/n,Malpica de Berganti&ntilde;os,A Coru&ntilde;a,15113,881880736,CEIP,43.32086,-8.817515,P&uacute;blica,Non,Si
15026777,CEIP Pluriling&uuml;e Pepe de Xan Ba&ntilde;a,Traba,Santa Comba,A Coru&ntilde;a,15848,881866641,CEIP,43.061817,-8.747264,P&uacute;blica,Non,Si
15026789,CEIP Ba&iacute;&ntilde;as,Ba&iacute;&ntilde;as (Santo Anto&iacute;&ntilde;o),Vimianzo,A Coru&ntilde;a,15127,881960010,CEIP,43.02998,-9.023679,P&uacute;blica,Non,Si
15026807,IES F&eacute;lix Muriel,R&uacute;a MAR&iacute;A ANA MOGAS 1,Rianxo,A Coru&ntilde;a,15920,881866646,IES,42.65336,-8.808031,P&uacute;blica,Non,Si
15026947,CEMU Profesional Obradoiro,"R&uacute;a Feans, 152 - (Apartado 1189)",A Coru&ntilde;a,A Coru&ntilde;a,15190,981281888,CEMU,43.318947,-8.425463,Privada,Non,Non
15026960,CEIP de Ponzos,R&uacute;a Ponzos s/n,Ferrol,A Coru&ntilde;a,15404,981370480,CEIP,43.48912,-8.2162285,P&uacute;blica,Non,Si
15027010,CDAN Profesional da Coru&ntilde;a,"R&uacute;a Franxa, 14 - Pazo de Martelo",A Coru&ntilde;a,A Coru&ntilde;a,15001,981080181,CDAN,43.370968,-8.397063,P&uacute;blica,Non,Non
15027022,CMUS Profesional Federico Paz Carbajal,R&uacute;a Frai Xos&eacute; Dos Santos 7,Noia,A Coru&ntilde;a,15200,981824885,CMUS,42.77871,-8.891314,P&uacute;blica,Non,Non
15027046,CPR Raiola,R&uacute;a Raiola 2,Santiago de Compostela,A Coru&ntilde;a,15702,981594060,CPR,42.86198,-8.536361,Privada,Si,Non
15027058,IES As Fonti&ntilde;as,R&uacute;a ESTOCOLMO 5,Santiago de Compostela,A Coru&ntilde;a,15707,881866661,IES,42.886105,-8.523109,P&uacute;blica,Non,Si
15027125,IES de Vi&oacute;s,Lugar de Poceiro 8,Abegondo,A Coru&ntilde;a,15318,881960793,IES,43.202614,-8.285016,P&uacute;blica,Non,Si
15027149,CEIP de Cesp&oacute;n,Cespon,Boiro,A Coru&ntilde;a,15991,881866691,CEIP,42.673,-8.860817,P&uacute;blica,Non,Si
15027162,CMUS Profesional de Melide,R&uacute;a Galicia s/n,Melide,A Coru&ntilde;a,15800,981507929,CMUS,42.916096,-8.014419,P&uacute;blica,Non,Non
15027216,IES Fernando Esqu&iacute;o,R&uacute;a Empedron 16,Neda,A Coru&ntilde;a,15510,881930387,IES,43.513885,-8.150991,P&uacute;blica,Non,Si
15027228,IES Mar&iacute;a Casares,Avenida CHE GUEVARA 140,Oleiros,A Coru&ntilde;a,15179,981626344,IES,43.339947,-8.351476,P&uacute;blica,Non,Si
15027241,CEIP Juan Fern&aacute;ndez Latorre,R&uacute;a Casanova de Eiris 26,A Coru&ntilde;a,A Coru&ntilde;a,15009,981133029,CEIP,43.3488,-8.398034,P&uacute;blica,Non,Si
15027253,CEIP Isaac D&iacute;az Pardo,"Avenida Ribados, s/n (Carcabelos)",Culleredo,A Coru&ntilde;a,15670,881880608,CEIP,43.312576,-8.371925,P&uacute;blica,Non,Si
15027307,IES Isidro Parga Pondal,Mui&ntilde;o da Pintura,Carballo,A Coru&ntilde;a,15100,881880371,IES,43.221916,-8.69084,P&uacute;blica,Non,Si
15027319,IES de Sar,R&uacute;a BERNARDO BARREIRO DE V.V. s/n,Santiago de Compostela,A Coru&ntilde;a,15702,881867162,IES,42.87447,-8.540165,P&uacute;blica,Non,Si
15027332,CEIP das Fonti&ntilde;as,R&uacute;a de Roma 21,Santiago de Compostela,A Coru&ntilde;a,15707,981543175,CEIP,42.884575,-8.523638,P&uacute;blica,Non,Si
15027368,IES Maximino Romero de Lema,Prado da Torre s/n,Zas,A Coru&ntilde;a,15150,881960015,IES,43.14454,-8.956625,P&uacute;blica,Non,Si
15027381,ESMU Municipal de Padr&oacute;n,Praza Rodriguez Cobian s/n,Padr&oacute;n,A Coru&ntilde;a,15900,981810451,ESMU,42.739326,-8.661486,P&uacute;blica,Non,Non
15027393,CEIP Xes&uacute;s San Lu&iacute;s Romero,R&uacute;a Fotografo Xose Vidal s/n,Carballo,A Coru&ntilde;a,15100,881880415,CEIP,43.205555,-8.688925,P&uacute;blica,Non,Si
15027401,CEIP Ana Mar&iacute;a Di&eacute;guez,Atalaia s/n,Rianxo,A Coru&ntilde;a,15984,881867175,CEIP,42.679123,-8.793674,P&uacute;blica,Non,Si
15027411,IES de Cacheiras,Costenla 36,Teo,A Coru&ntilde;a,15883,881866473,IES,42.819927,-8.555699,P&uacute;blica,Non,Si
15027423,CPR Dolores Ramos - Manuel Peleteiro,R&uacute;a Santiago Leon de Caracas s/n,Santiago de Compostela,A Coru&ntilde;a,15701,981597266,CPR,42.87123,-8.546233,Privada,Non,Non
15027447,EDANPR BSdanza,"R&uacute;a Nova de Abaixo 16, galer&iacute;as",Santiago de Compostela,A Coru&ntilde;a,15701,676256788,EDANPR,42.874672,-8.550657,Privada,Non,Non
15027484,CEMU Profesional Peleteiro,R&uacute;a Monte Redondo,Santiago de Compostela,A Coru&ntilde;a,15702,981591475,CEMU,42.851418,-8.536125,Privada,Non,Non
15027496,EDANPR Armon&iacute;a,"R&uacute;a Teresa Herrera, 9 - 1&deg;",A Coru&ntilde;a,A Coru&ntilde;a,15004,981210304,EDANPR,43.36717,-8.407884,Privada,Non,Non
15027502,CEE Manuel L&oacute;pez Naval&oacute;n,Lugar CASAS DO REGO 20,Santiago de Compostela,A Coru&ntilde;a,15898,981562977,CEE,42.8849,-8.556718,P&uacute;blica,Non,Si
15027514,ESMU Municipal de Porto do Son,"R&uacute;a Santo Andre, 51 (Portosin)",Porto do Son,A Coru&ntilde;a,15999,981867412,ESMU,42.75838,-8.948085,P&uacute;blica,Non,Non
15027526,CEIP Mestre Pastor Barral,Cami&ntilde;o Real s/n,Melide,A Coru&ntilde;a,15800,881866132,CEIP,42.908478,-8.017841,P&uacute;blica,Non,Si
15027551,CRA de Rianxo,Lugar Asados,Rianxo,A Coru&ntilde;a,15984,981863305,CRA,42.67756,-8.793144,P&uacute;blica,Non,Si
15027575,EMUSPR Estudio,R&uacute;a Neira de Mosquera 7,Santiago de Compostela,A Coru&ntilde;a,15702,981561895,EMUSPR,42.875984,-8.542236,Privada,Non,Non
15027587,ESMU Municipal de Arz&uacute;a,R&uacute;a Santiago 2,Arz&uacute;a,A Coru&ntilde;a,15810,981500934,ESMU,42.928165,-8.168024,P&uacute;blica,Non,Non
15027605,ESMU Municipal de Carnota,San Mamede De Carnota (San Mamede),Carnota,A Coru&ntilde;a,15293,981857032,ESMU,42.89351,-9.135889,P&uacute;blica,Non,Non
15027617,CMUS Profesional Xan Via&ntilde;o,Avenida DO MAR - CARANZA 2-4,Ferrol,A Coru&ntilde;a,15406,981333317,CMUS,43.48465,-8.21067,P&uacute;blica,Non,Si
15027629,EMUSPR Allegro,Centro Comerc. Os Tilos - Local 54/55,Teo,A Coru&ntilde;a,15886,981801684,EMUSPR,42.844822,-8.540172,Privada,Non,Non
15027654,IES Agra de Lebor&iacute;s,R&uacute;a Rosalia de Castro s/n,A Laracha,A Coru&ntilde;a,15145,881880676,IES,43.24661,-8.584152,P&uacute;blica,Non,Si
15027666,ESMU Municipal de Cee,"R&uacute;a da Escola, s/n (Escabanas)",Cee,A Coru&ntilde;a,15270,981745100,ESMU,42.9543,-9.188625,P&uacute;blica,Non,Non
15027678,CEEPR ASPANAES,"R&uacute;a Areosa, Poboado das Veigas s/n",As Pontes de Garc&iacute;a Rodr&iacute;guez,A Coru&ntilde;a,15320,981450542,CEEPR,43.44865,-7.8604817,Privada,Si,Non
15027691,IES de Porto do Son,R&uacute;a As Laxes 18,Porto do Son,A Coru&ntilde;a,15970,881866707,IES,42.731667,-8.990914,P&uacute;blica,Non,Si
15027708,CEIP Pluriling&uuml;e R&iacute;a do Burgo,R&uacute;a MAR&iacute;A CAGIAO 8,Culleredo,A Coru&ntilde;a,15174,881961083,CEIP,43.320606,-8.378588,P&uacute;blica,Non,Si
15027711,IES Leliadoura,Fri&oacute;ns,Ribeira,A Coru&ntilde;a,15967,881867186,IES,42.553886,-9.005892,P&uacute;blica,Non,Si
15027721,IES Pluriling&uuml;e de Ames,"R&uacute;a Peregrina, s/n (Bertamirans)",Ames,A Coru&ntilde;a,15220,881866729,IES,42.86812,-8.658323,P&uacute;blica,Non,Si
15027733,IES de Arz&uacute;a,R&uacute;a do Castro s/n,Arz&uacute;a,A Coru&ntilde;a,15810,881866047,IES,42.929825,-8.155364,P&uacute;blica,Non,Si
15027745,CEE A Barcia,A Barcia s/n,Santiago de Compostela,A Coru&ntilde;a,15896,981537401,CEE,42.876465,-8.587956,P&uacute;blica,Non,Si
15027757,CEEPR Aspanaes,R&uacute;a O CATECISMO 7,A Coru&ntilde;a,A Coru&ntilde;a,15008,981293552,CEEPR,43.330467,-8.406593,Privada,Si,Non
15027769,EMUSPR de Calo -Teo,Rebordelo s/n,Teo,A Coru&ntilde;a,15895,981548379,EMUSPR,42.82535,-8.5931225,Privada,Non,Non
15027770,IES A Sardi&ntilde;eira,Avenida da Sardi&ntilde;eira 41,A Coru&ntilde;a,A Coru&ntilde;a,15008,881960150,IES,43.34991,-8.41622,P&uacute;blica,Non,Si
15027782,IES Ordes,R&uacute;a Mestre Nicolas del Rio s/n,Ordes,A Coru&ntilde;a,15680,881960334,IES,43.074024,-8.403119,P&uacute;blica,Non,Si
15027800,CIFP Imaxe e Son,R&uacute;a Someso 6,A Coru&ntilde;a,A Coru&ntilde;a,15008,981173181,CIFP,43.338238,-8.413854,P&uacute;blica,Non,Si
15027812,ESCO Oficial N&aacute;utico-Pesqueira,R&uacute;a dos Estudantes 7,Ribeira,A Coru&ntilde;a,15960,881866317,ESCO,42.56958,-8.980079,P&uacute;blica,Non,Non
15027824,EMUSPR de Visanto&ntilde;a,Gandareira s/n,Santiso,A Coru&ntilde;a,15808,981510711,EMUSPR,42.873802,-8.099284,Privada,Non,Non
15027848,CRA Nosa Se&ntilde;ora do Faro,R&uacute;a r/ do Concello 14,Ponteceso,A Coru&ntilde;a,15110,881960970,CRA,43.24367,-8.901157,P&uacute;blica,Non,Si
15027851,IES Pluriling&uuml;e A Cachada,Avenida Municipalidade de Avellaneda s/n,Boiro,A Coru&ntilde;a,15930,881866717,IES,42.644093,-8.886287,P&uacute;blica,Non,Si
15027861,IES Pluriling&uuml;e Pedra da Aguia,R&uacute;a Curros s/n,Camari&ntilde;as,A Coru&ntilde;a,15121,881880294,IES,43.14338,-9.110176,P&uacute;blica,Non,Si
15027873,IES Afonso X O Sabio,R&uacute;a R&iacute;o Sil 9,Cambre,A Coru&ntilde;a,15660,881880339,IES,43.30137,-8.356079,P&uacute;blica,Non,Si
15027885,IES Lamas de Castelo,Lugar Lamas de Castelo s/n,Carnota,A Coru&ntilde;a,15293,881867200,IES,42.833126,-9.083702,P&uacute;blica,Non,Si
15027897,CIFP Paseo das Pontes,R&uacute;a San Pedro de Mezonzo 4,A Coru&ntilde;a,A Coru&ntilde;a,15004,881961030,CIFP,43.362698,-8.415876,P&uacute;blica,Non,Si
15027903,IES Eduardo Blanco Amor,Lugar CORDEDA s/n,Culleredo,A Coru&ntilde;a,15174,881960347,IES,43.318295,-8.379449,P&uacute;blica,Non,Si
15027915,IES Fin do Cami&ntilde;o,R&uacute;a Voluntariado 18,Fisterra,A Coru&ntilde;a,15155,881960528,IES,42.913567,-9.269669,P&uacute;blica,Non,Si
15027927,IES Ram&oacute;n Caama&ntilde;o,R&uacute;a Manuel Lastres 33,Mux&iacute;a,A Coru&ntilde;a,15124,881880775,IES,43.102207,-9.217341,P&uacute;blica,Non,Si
15027939,IES Pluriling&uuml;e Maruxa Mallo,As Casillas s/n,Ordes,A Coru&ntilde;a,15680,881880869,IES,43.069496,-8.41351,P&uacute;blica,Non,Si
15027940,IES As Insuas,R&uacute;a Cami&ntilde;o Real 6,Muros,A Coru&ntilde;a,15259,881867208,IES,42.79066,-9.06304,P&uacute;blica,Non,Si
15027952,IES Miraflores,Avenida de Miguel Hernandez 4,Oleiros,A Coru&ntilde;a,15173,881880845,IES,43.330814,-8.320094,P&uacute;blica,Non,Si
15027964,IES de Oroso,R&uacute;a da Tosca 59,Oroso,A Coru&ntilde;a,15888,881866187,IES,42.969986,-8.435302,P&uacute;blica,Non,Si
15027976,IES Poeta A&ntilde;&oacute;n,R&uacute;a Poeta A&ntilde;&oacute;n 21,Outes,A Coru&ntilde;a,15230,881866221,IES,42.843327,-8.912231,P&uacute;blica,Non,Si
15027988,ESMU Municipal da Coru&ntilde;a,R&uacute;a La Torre 67,A Coru&ntilde;a,A Coru&ntilde;a,15002,981226752,ESMU,43.376404,-8.39826,P&uacute;blica,Non,Non
15028002,CEIP de Pousada Carcac&iacute;a,Carcacia 230,Padr&oacute;n,A Coru&ntilde;a,15914,881866265,CEIP,42.74944,-8.597716,P&uacute;blica,Non,Si
15028038,ESCO N&aacute;utico-Pesqueira,Avenida 19 de Febrero 30-34,Ferrol,A Coru&ntilde;a,15405,881938212,ESCO,43.499218,-8.244199,P&uacute;blica,Non,Non
15032005,CPR Castelao,R&uacute;a Sinforiano Lopez 43,A Coru&ntilde;a,A Coru&ntilde;a,15005,981243814,CPR,43.359314,-8.4084635,Privada,Non,Non
15032066,CPR Tesdai,"R&uacute;a  Rosal&iacute;a de Castro, 42 A 00",Santiago de Compostela,A Coru&ntilde;a,15706,981597387,CPR,42.875103,-8.550999,Privada,Non,Non
15032078,CMUS Profesional de Arz&uacute;a,"R&uacute;a  Santiago, 160 00",Arz&uacute;a,A Coru&ntilde;a,15810,981500934,CMUS,42.928196,-8.168056,P&uacute;blica,Non,Non
15032081,IES de Fene,"O Pazo, 13-15",Fene,A Coru&ntilde;a,15528,881938280,IES,43.461468,-8.183763,P&uacute;blica,Non,Si
15032091,ESMU Municipal da Capela,"As Neves, s/n",A Capela,A Coru&ntilde;a,15613,981459006,ESMU,43.431355,-8.063562,P&uacute;blica,Non,Non
15032108,ESMU Municipal A F&aacute;brica,"R&uacute;a  do Ingl&eacute;s, 11 00",Oleiros,A Coru&ntilde;a,15172,981636598,ESMU,43.316334,-8.365198,P&uacute;blica,Non,Non
15032111,EMUSPR Berenguela,"Praza  de Feixoo, 1 - 1&deg; 00",Santiago de Compostela,A Coru&ntilde;a,15704,981573580,EMUSPR,42.88002,-8.542413,Privada,Non,Non
15032133,ESMU Municipal de Ortigueira,"R&uacute;a Rvdo. M&aacute;rquez Corti&ntilde;as, s/n 00",Ortigueira,A Coru&ntilde;a,15330,981402432,ESMU,43.687252,-7.851019,P&uacute;blica,Non,Non
15032145,IES de Pastoriza,"R&uacute;a do Lagarto, esq. Furoca s/n",Arteixo,A Coru&ntilde;a,15140,981647517,IES,43.33369,-8.463442,P&uacute;blica,Non,Si
15032157,CPR Pluriling&uuml;e Andaina,R&uacute;a Aguaceiros 21,Culleredo,A Coru&ntilde;a,15174,981138880,CPR,43.321484,-8.402848,Privada,Si,Non
15032169,CPR Tom&aacute;s Barros,R&uacute;a Ram&oacute;n Mar&iacute;a Aller 10 B,A Coru&ntilde;a,A Coru&ntilde;a,15010,981270168,CPR,43.362816,-8.418701,Privada,Non,Non
15032182,ESDA Municipal A F&aacute;brica,"R&uacute;a  do Ingl&eacute;s, 11",Oleiros,A Coru&ntilde;a,15172,981636598,ESDA,43.335457,-8.365149,P&uacute;blica,Non,Non
15032194,EOI de Santiago de Compostela,R&uacute;a Ulpiano Villanueva 1-2,Santiago de Compostela,A Coru&ntilde;a,15705,881867901,EOI,42.8928,-8.543636,P&uacute;blica,Non,Si
15032200,CMUS Profesional de Ribeira Enrique Paisal,R&uacute;a Miguel Rodriguez Bautista 21,Ribeira,A Coru&ntilde;a,15960,981873204,CMUS,42.557198,-8.994745,P&uacute;blica,Non,Non
15032224,CEMU Elemental Alca,Lugar Bidu&iacute;do de Arriba 36,Ames,A Coru&ntilde;a,15895,981531103,CEMU,42.846436,-8.600529,Privada,Non,Non
15032236,CPR O Raio Verde,"R&uacute;a ANGUSTIAS, 31 - BAIXO",Santiago de Compostela,A Coru&ntilde;a,15703,981577797,CPR,42.883076,-8.534881,Privada,Non,Non
15032248,CPR Vagalume,"R&uacute;a  Oseiro, 13",Arteixo,A Coru&ntilde;a,15142,981601351,CPR,43.318665,-8.488683,Privada,Non,Non
15032251,CRA Ponte da Pedra,"R&uacute;a V&aacute;zquez de Parga 119 bloque 2, 1&deg;D",Carballo,A Coru&ntilde;a,15100,981703403,CRA,43.219334,-8.687846,P&uacute;blica,Non,Si
15032261,ESMU Municipal  de Ordes,Ordes (Santa Mar&iacute;a),Ordes,A Coru&ntilde;a,15680,981682312,ESMU,43.07817,-8.410812,P&uacute;blica,Non,Non
15032273,ESMU Municipal da Ba&ntilde;a,R&uacute;a TADELLE 5,A Ba&ntilde;a,A Coru&ntilde;a,15863,,ESMU,42.96135,-8.759016,P&uacute;blica,Non,Non
15032297,CEDA Liceo la Paz,R&uacute;a Sebasti&aacute;n Mart&oacute;nez Risco 12,A Coru&ntilde;a,A Coru&ntilde;a,15009,,CEDA,43.341507,-8.402049,Privada,Non,Non
15032303,CMUS Profesional da Coru&ntilde;a,Praza DO CONSERVATORIO s/n,A Coru&ntilde;a,A Coru&ntilde;a,15011,981276800,CMUS,43.370594,-8.422008,P&uacute;blica,Non,Si
15032315,ESMU Municipal de Santiago de Compostela,R&uacute;a Proxecto Vagalume 2,Santiago de Compostela,A Coru&ntilde;a,15704,,ESMU,42.885365,-8.535808,P&uacute;blica,Non,Non
15032327,CEE O Pedroso,R&uacute;a SAN PAIO s/n,Santiago de Compostela,A Coru&ntilde;a,15898,981561972,CEE,42.88469,-8.557499,P&uacute;blica,Non,Si
15032340,CPR Forhermo,R&uacute;a S&aacute;nchez Freire 58 Baixo,Santiago de Compostela,A Coru&ntilde;a,15706,981534163,CPR,42.865795,-8.554934,Privada,Non,Non
15032364,CPR Fes&aacute;n,R&uacute;a de Amio (Parque Empresarial Costa Vella) 114,Santiago de Compostela,A Coru&ntilde;a,15707,981522426,CPR,42.90012,-8.511191,Privada,Non,Non
15032376,EEI de Vilarrod&iacute;s-Oseiro,R&uacute;a CARLOS MASIDE 16,Arteixo,A Coru&ntilde;a,15141,616466312,EEI,43.31625,-8.477259,P&uacute;blica,Non,Si
15032388,EMUSPR Banda de Noia,Campo DE NOIA,Noia,A Coru&ntilde;a,15200,,EMUSPR,42.785046,-8.887521,Privada,Non,Non
15032391,CIFP Santiago,Estrada San Paio do Monte,Santiago de Compostela,A Coru&ntilde;a,15898,881867650,CIFP,42.885555,-8.556439,P&uacute;blica,Non,Non
15032418,CMUS Profesional de Santiago,R&uacute;a Monte dos Postes s/n,Santiago de Compostela,A Coru&ntilde;a,15703,981519845,CMUS,42.88661,-8.532071,P&uacute;blica,Non,Si
15032426,CEIP Pluriling&uuml;e Graxal,R&uacute;a Francisco Rodr&iacute;guez 6,Cambre,A Coru&ntilde;a,15679,881880330,CEIP,43.31974,-8.355354,P&uacute;blica,Non,Si
15032431,CPR Aula Nosa,MOSTEIRO DE CAAVEIRO 1 baixo,A Coru&ntilde;a,A Coru&ntilde;a,15010,981250019,CPR,43.36226,-8.425544,Privada,Si,Non
15032479,ESMU  municipal de Cabana de Berganti&ntilde;os,A CARBALLA,Cabana de Berganti&ntilde;os,A Coru&ntilde;a,15115,,ESMU,43.218987,-8.930229,P&uacute;blica,Non,Non
15032480,CRA de Culleredo,R&uacute;a Choeira,Culleredo,A Coru&ntilde;a,15180,981662094,CRA,43.308346,-8.367703,P&uacute;blica,Non,Si
15032492,CRA de Dodro,Estrada De Imo 28,Dodro,A Coru&ntilde;a,15982,981802421,CRA,42.713543,-8.722651,P&uacute;blica,Non,Si
15032509,CRA de Oroso,R&uacute;a Valverde,Oroso,A Coru&ntilde;a,15688,628071438,CRA,42.99024,-8.401927,P&uacute;blica,Non,Si
15032510,ESMU Municipal de Rois,OS DICES,Rois,A Coru&ntilde;a,15911,,ESMU,42.763622,-8.6927805,P&uacute;blica,Non,Non
15032522,CPR Reyblanc,R&uacute;a Angustias 2 Baixo,Santiago de Compostela,A Coru&ntilde;a,15703,981592241,CPR,42.88198,-8.5352335,Privada,Non,Non
15032534,CADF Real Club Deportivo da Coru&ntilde;a,R&uacute;a AGRA DE MARC&eacute;S s/n,Abegondo,A Coru&ntilde;a,15318,981647941,CADF,43.25067,-8.283775,Privada,Non,Non
15032546,CAD Liceo la Paz,R&uacute;a Sebasti&aacute;n Mart&iacute;nez Risco 12,A Coru&ntilde;a,A Coru&ntilde;a,15009,981286299,CAD,43.341766,-8.401858,Privada,Non,Non
15032558,CAD Santa Apolonia de Santiago de Compostela,R&uacute;a Poza Real 5,Santiago de Compostela,A Coru&ntilde;a,15899,981520273,CAD,42.86007,-8.567234,Privada,Non,Non
15032561,CRA de Bergondo,Estrada A Coru&ntilde;a - Ferrol 12,Bergondo,A Coru&ntilde;a,15165,981791896,CRA,43.3199,-8.233797,P&uacute;blica,Non,Si
15032571,CRA de Boqueix&oacute;n-Vedra Neira Vilas,"Lugar Vilar, Centro Sociocultural Camilo Jos&eacute; Cela s/n",Boqueix&oacute;n,A Coru&ntilde;a,15881,616440471,CRA,42.798553,-8.468843,P&uacute;blica,Non,Si
15032595,CPR CENP,Avenida de La Habana 6-7,A Coru&ntilde;a,A Coru&ntilde;a,15011,,CPR,43.367973,-8.415406,Privada,Non,Non
15032601,ESMU Municipal de Sada,Paseo Mar&iacute;timo s/n,Sada,A Coru&ntilde;a,15160,-,ESMU,43.355564,-8.252002,P&uacute;blica,Non,Non
15032613,EDANPR Carmen,R&uacute;a Santa Teresa 2-4,A Coru&ntilde;a,A Coru&ntilde;a,15005,-,EDANPR,43.37704,-8.406272,Privada,Non,Non
15032625,CEIP Agro do Mu&iacute;&ntilde;o,Lugar As Cortes s/n,Ames,A Coru&ntilde;a,15228,881866010,CEIP,42.84386,-8.642227,P&uacute;blica,Non,Si
15032637,ESMU Municipal de Muros,R&uacute;a San xos&eacute; s/n,Muros,A Coru&ntilde;a,15250,-,ESMU,42.773792,-9.058335,P&uacute;blica,Non,Non
15032649,EEI do Milladoiro,Travesa do Porto (Milladoiro) s/n,Ames,A Coru&ntilde;a,15895,881866037,EEI,42.84677,-8.579979,P&uacute;blica,Non,Si
15032650,EPAPU de Teixeiro,Estrada de Paradela s/n,Curtis,A Coru&ntilde;a,15310,981779546,EPAPU,43.157578,-7.987983,P&uacute;blica,Non,Si
15032662,IES O Mosteir&oacute;n,R&uacute;a Esperela S/N,Sada,A Coru&ntilde;a,15168,881880949,IES,43.3496,-8.292017,P&uacute;blica,Non,Si
15032674,CEEPR AMICOS,Lugar A G&aacute;ndara 44,Ribeira,A Coru&ntilde;a,15993,,CEEPR,42.608303,-9.007947,Privada,Si,Non
15032686,CEIP Pluriling&uuml;e O Mosteir&oacute;n,R&uacute;a Esperela s/n,Sada,A Coru&ntilde;a,15168,881880973,CEIP,43.349953,-8.291009,P&uacute;blica,Non,Si
15032698,CEMU Profesional Liceo la Paz,Avenida Sebasti&aacute;n Mart&iacute;nez Risco 12,A Coru&ntilde;a,A Coru&ntilde;a,15009,,CEMU,43.341312,-8.40298,Privada,Non,Non
15032716,CEIP de Arteixo,Avenida ARSENIO IGLESIAS 33 B,Arteixo,A Coru&ntilde;a,15142,981641284,CEIP,43.308693,-8.508568,P&uacute;blica,Non,Si
